1	b
2	c
3	c
4	c
5	b
6	a
7	a
8	b
9	c
10	a
11	a
12	a
13	a
14	abc
15	abcd
16	b
17	d
18	c
19	a
20	a
21	a
22	a
23	c
24	d
25	a
26	d
27	c
28	d
29	c
30	b
31	d
32	c
33	a
34	c
35	b
36	a
37	b
38	c
39	a
40	b
41	a
42	b
43	b
44	b
45	b
46	a
47	a
48	a
49	a
50	b
51	b
52	abc
53	b
54	a
